KO	EC	Pathway	Brite	KO_Name
K06693		ko05010;ko05012;ko05020;ko05014;ko05017;ko05016;ko05022;ko03050	ko03051	PSMD9, RPN4; 26S proteasome regulatory subunit N4
K06694			ko03051	PSMD10; 26S proteasome non-ATPase regulatory subunit 10
K06695			ko03051	PSMC3IP; 26S proteasome regulatory subunit, ATPase 3, interacting protein
K06696		ko04612;ko03050	ko03051	PSME1; proteasome activator subunit 1 (PA28 alpha)
K06697		ko04612;ko03050	ko03051	PSME2; proteasome activator subunit 2 (PA28 beta)
K06698		ko05160;ko04612;ko03050	ko03051;ko04147	PSME3; proteasome activator subunit 3 (PA28 gamma)
K06699		ko03050	ko03051	PSME4; proteasome activator subunit 4
K07349			ko02044;ko02035	fimG; minor fimbrial subunit
K07348			ko02044;ko02035	fimF; minor fimbrial subunit
K07345		ko05133;ko05131	ko02035;ko02044	fimA; major type 1 subunit fimbrin (pilin)
K07344		ko02024	ko02044	trbL; type IV secretion system protein TrbL
K07347		ko05133	ko02044;ko02000;ko02035	fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein
K07346			ko02044;ko03110;ko02035	fimC; fimbrial chaperone protein
K07341			ko02048	doc; death on curing protein
K07340				ybbJ; inner membrane protein
K07343				tfoX; DNA transformation protein and related proteins
K07342		ko04145;ko05110;ko04141;ko03060	ko02044	SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins
K06968	2.1.1.186		ko03009	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase
K06969	2.1.1.191		ko03009	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase
K06962				K06962; uncharacterized protein
K06963			ko03016	TAN1, THUMPD1; tRNA acetyltransferase TAN1
K06960				K06960; uncharacterized protein
K06961			ko03009	KRR1; ribosomal RNA assembly protein
K06966	3.2.2.10;3.2.2.-	ko00240;ko00230		ppnN; pyrimidine/purine-5'-nucleotide nucleosidase
K06967	2.1.1.217		ko03016	trmK; tRNA (adenine22-N1)-methyltransferase
K06964				K06964; uncharacterized protein
K06965		ko03015	ko03019	PELO, DOM34, pelA; protein pelota
K22838	2.3.1.272			phlA; 2-acetylphloroglucinol acetyltransferase
K22839	2.3.1.272			phlC; 2-acetylphloroglucinol acetyltransferase
K22836	2.4.1.-		ko01003;ko03036	GAS5; 1,3-beta-glucanosyltransferase GAS5
K22837	2.7.7.100			ubaA; SAMP-activating enzyme
K22834	2.4.1.-		ko01003;ko03036	GAS3; 1,3-beta-glucanosyltransferase GAS3
K22835	2.4.1.-		ko01003;ko03036	GAS4; 1,3-beta-glucanosyltransferase GAS4
K22832	2.4.1.-		ko01003;ko00537;ko03036	GAS1; 1,3-beta-glucanosyltransferase GAS1
K22833	2.4.1.-		ko01003;ko03036	GAS2; 1,3-beta-glucanosyltransferase GAS2
K22830			ko03029	SMDT1, EMRE; essential MCU regulator, mitochondrial
K22831	2.3.1.51	ko00564;ko00561		LOA1; 1-acylglycerol-3-phosphate O-acyltransferase
K22788		ko05163	ko03200	UL36; Cytomegalovirus viral inhibitor of caspase-8-induced apoptosis
K22789		ko05163	ko03200	UL37; UL37 HCMV immediate early glycoprotein
K24375			ko03000	ZNF687; zinc finger protein 687
K24374			ko03000	ZNF644; zinc finger protein 644
K24373			ko03000	ZNF513; zinc finger protein 513
K24372			ko03000	ZNF408; zinc finger protein 408
K24371			ko03000	ZNF335; zinc finger protein 335
K24370			ko03000	ZNF148; zinc finger protein 148
K22780		ko05163	ko03200	UL26; Cytomegalovirus tegument protein UL26
K22781		ko04061;ko05163	ko03200	US28; HCMV envelope protein US28
K22782		ko05163	ko03200	UL33; Cytomegalovirus G-protein coupled receptor UL33
K22783		ko05163	ko03200	US27; HCMV envelope glycoprotein US27
K22784		ko04061;ko05163	ko03200	UL22A; HCMV glycoprotein UL22A
K22785		ko05163	ko03200	US6; HCMV membrane glycoprotein US6
K24379	3.4.22.-		ko01002	CTS8; cathepsin 8
K22787		ko05163	ko03200	US3; HCMV membrane glycoprotein US3
K00698	2.4.1.16	ko00520	ko01003	CHS1; chitin synthase
K00699	2.4.1.17	ko00980;ko00982;ko00860;ko00140;ko00040;ko04976;ko00983;ko00830;ko00053;ko05204;ko05207	ko01003	UGT; glucuronosyltransferase
K00692	2.4.1.10	ko00500;ko02020	ko01003	sacB; levansucrase
K00693	2.4.1.11	ko00500;ko05415;ko04910;ko04152;ko04151;ko04922;ko04931	ko01003	GYS; glycogen synthase
K00690	2.4.1.7	ko00500		E2.4.1.7; sucrose phosphorylase
K00691	2.4.1.8	ko00500		mapA; maltose phosphorylase
K00696	2.4.1.14	ko00500		E2.4.1.14; sucrose-phosphate synthase
K00697	2.4.1.347;2.4.1.15	ko00500	ko01003	otsA; trehalose 6-phosphate synthase
K00694	2.4.1.12	ko00500;ko02026	ko01003	bcsA; cellulose synthase (UDP-forming)
K00695	2.4.1.13	ko00500	ko01003	SUS; sucrose synthase
K05336			ko02000	SLC6AN; solute carrier family 6 (neurotransmitter transporter), invertebrate
K05337				fer; ferredoxin
K05334		ko04978;ko04974	ko04147;ko02000	SLC6A19; solute carrier family 6 (neurotransmitter transporter) member 19
K00524	1.17.4.2	ko00240;ko00230		nrdJ; ribonucleotide reductase, class II
K00525	1.17.4.1	ko00240;ko00230	ko03400	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
K00526	1.17.4.1	ko00240;ko00230	ko03400	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain
K00527	1.17.4.2	ko00240;ko00230		rtpR; ribonucleoside-triphosphate reductase (thioredoxin)
K00520	1.16.1.1			merA; mercuric reductase
K00521	1.16.1.7			E1.16.1.7; ferric-chelate reductase
K00522	1.16.3.2	ko04978;ko04216;ko04217	ko04147	FTH1; ferritin heavy chain
K00523	1.17.1.1	ko00520;ko00541		ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3
K00528	1.18.1.2;1.19.1.1			fpr; ferredoxin/flavodoxin---NADP+ reductase
K00529	1.18.1.3	ko00360;ko00071		hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component
K26201			ko04030	FMRFaR; FMRFamide receptor
K26200			ko04030	SPR; sex peptide receptor
K26203			ko04030	MsR; myosuppressin receptor
K26202			ko04030	Proc-R; proctolin receptor
K26205				SP, Dup99B; sex-peptide gene family protein
K26204				MIP; allatostatins MIP
K26207		ko04261;ko04024		POPDC3; popeye domain-containing protein 3
K26206		ko04261;ko04024		POPDC2; popeye domain-containing protein 2
K26209	1.1.1.-	ko00630		K26209; glycolaldehyde reductase
K26208	2.7.1.239	ko00030		E2.7.1.239; alpha-D-ribose-1-phosphate 5-kinase (ATP)
K16105		ko01054	ko01008	vioL; carbamoyltransferase
K16104		ko01054	ko01008	vioJ; 2,3-diaminopropionyl alpha,beta-desaturase
K11731	1.3.99.-	ko00281		atuD; citronellyl-CoA dehydrogenase
K11730				ACAD11; acyl-CoA dehydrogenase family member 11
K11737			ko02000	cycA; D-serine/D-alanine/glycine transporter
K11736			ko02000	proY; proline-specific permease ProY
K11735			ko02000	gabP; GABA permease
K16102		ko01054	ko01008	vioO; nonribosomal peptide synthetase protein VioO
K10468			ko04121	KLHL32; kelch-like protein 32
K18616			ko04812	AFAP1; actin filament associated protein 1
K22009			ko01001	MCK1; protein kinase MCK1
K22008	2.7.11.1		ko01001	PSK1; serine/threonine-protein kinase Psk1
K22007			ko03200	gp55; Escherichia phage RNA polymerase sigma factor
K22006				INSL4; insulin-like 4
K22005		ko00660	ko00199	CYP3; itaconate hydroxylase
K22004	4.1.1.113	ko00660		TAD1; trans-aconitate decarboxylase
K22003	5.3.3.7	ko00660		ais; aconitate Delta-isomerase
K22002	5.3.3.7	ko00660		ADI1; aconitate Delta-isomerase
K22001		ko04080;ko04926		INSL5; insulin-like 5
K22000		ko04080;ko04926		RLN3; relaxin 3
K10466			ko04121	KLHL30; kelch-like protein 30
K10467			ko04121	KLHL31; kelch-like protein 31
K12211			ko02044	icmG, dotF; intracellular multiplication protein IcmG
K12210			ko02044	icmF; intracellular multiplication protein IcmF
K12213			ko02044	icmK, traN, dotH; intracellular multiplication protein IcmK
K12212			ko02044	icmJ, dotN; intracellular multiplication protein IcmJ
K12215			ko02044	icmM, dotJ; intracellular multiplication protein IcmM
K12214			ko02044	icmL, traM, dotI; intracellular multiplication protein IcmL
K12217	7.2.4.8		ko02044	icmO, trbC, dotL; intracellular multiplication protein IcmO
K12216			ko02044	icmN, lphA, dotK; intracellular multiplication protein IcmN
K12219			ko02044	icmQ; intracellular multiplication protein IcmQ
K12218			ko02044	icmP, trbA; intracellular multiplication protein IcmP
K08692	6.2.1.9	ko00630;ko00680		mtkB; malate-CoA ligase subunit alpha
K08693	3.1.3.5;3.1.3.6;3.1.4.16	ko00240;ko00760;ko00230		yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase
K08690	1.3.1.56	ko00621		bphB; cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
K08691	4.1.3.24;4.1.3.25	ko00720;ko00660;ko00630;ko00680		mcl; malyl-CoA/(S)-citramalyl-CoA lyase
K08696				ccmK; carbon dioxide concentrating mechanism protein CcmK
K08697				ccmL; carbon dioxide concentrating mechanism protein CcmL
K08694		ko04914;ko04114		SPDY, RINGO; speedy
K08695	1.3.1.77	ko00941		ANR; anthocyanidin reductase
K11746			ko02000	kefF; glutathione-regulated potassium-efflux system ancillary protein KefF
K11747			ko02000	kefB; glutathione-regulated potassium-efflux system protein KefB
K08698				ccmM; carbon dioxide concentrating mechanism protein CcmM
K11745			ko02000	kefC; glutathione-regulated potassium-efflux system ancillary protein KefC
K11742			ko02000	mdtI; spermidine export protein MdtI
K11743			ko02000	mdtJ; spermidine export protein MdtJ
K11740				nfrB; bacteriophage N4 adsorption protein B
K11741			ko02000	sugE; quaternary ammonium compound-resistance protein SugE
K23668	1.5.3.-	ko00997		FMQD; fumiquinazoline A oxidase
K23669	1.14.20.-	ko00997		besD; L-lysine 4-chlorinase
K23664		ko04340	ko04990	MEGF8; multipile epidermal growth factor-like domains protein 8
K23665	6.3.2.-	ko00997		FMQA; fumiquinazoline F synthetase
K23666	1.14.14.-	ko00997		FMQB; fumiquinazoline F monooxygenase
K23667	6.3.2.-	ko00997		FMQC; fumiquinazoline A synthase
K23660		ko05130		cif; cell inhibiting factor
K23661		ko05130		escI; type III secretion system protein
K23662	1.14.13.-	ko00940	ko00199	CYP98A9; cytochrome P450 family 98 subfamily A9
K19532	1.3.1.70	ko00100	ko03036	LBR; Delta14-sterol reductase (lamin-B receptor)
K17599			ko01009	TMEM132; transmembrane protein 132
K17598			ko01009;ko04131	SYTL; synaptotagmin-like protein
K17595		ko04217	ko01009	SPATA2; spermatogenesis-associated protein 2
K17594			ko01009	PHACTR; phosphatase and actin regulator
K17597			ko03019;ko01009	STAU; double-stranded RNA-binding protein Staufen
K17596			ko01009	SPOCD1; SPOC domain-containing protein 1
K17591			ko01009	RIMBP2; RIMS-binding protein 2
K17590			ko01009	CDCA2; cell division cycle-associated protein 2
K17593			ko01009	ANKRD42, SARP; ankyrin repeat domain-containing protein 42
K17592			ko01009	SACS; sacsin
K11298			ko03036	HMGXB4, HMG2L1; HMG domain-containing protein 4
K11299			ko03036	HMGN1; high-mobility group nucleosome-binding domain-containing protein 1
K16248			ko02000	gutA, gutP; probable glucitol transport protein GutA
K16249		ko00361;ko00362;ko00623		dmpK, poxA, tomA0; phenol/toluene 2-monooxygenase (NADH) P0/A0
K16242	1.14.13.243;1.14.13.244	ko00361;ko00362;ko00623		dmpN, poxD, tomA3; phenol/toluene 2-monooxygenase (NADH) P3/A3
K16243	1.14.13.243;1.14.13.244	ko00361;ko00362;ko00623		dmpL, poxB, tomA1; phenol/toluene 2-monooxygenase (NADH) P1/A1
K16240		ko04712		SPA1; protein suppressor of PHYA-105 1
K16241		ko04712	ko03000	HY5; transcription factor HY5
K16246	1.14.13.243;1.14.13.244	ko00361;ko00362;ko00623		dmpP, poxF, tomA5; phenol/toluene 2-monooxygenase (NADH) P5/A5
K11295			ko04147;ko03036	HMGB2; high mobility group protein B2
K16244	1.14.13.243;1.14.13.244	ko00361;ko00362;ko00623		dmpM, poxC, tomA2; phenol/toluene 2-monooxygenase (NADH) P2/A2
K16245	1.14.13.243;1.14.13.244	ko00361;ko00362;ko00623		dmpO, poxE, tomA4; phenol/toluene 2-monooxygenase (NADH) P4/A4
K25846			ko01008	mlnF; macrolactin polyketide synthase MlnF
K25847			ko01008	mlnG; macrolactin polyketide synthase MlnG
K25844			ko01008	mlnD; macrolactin polyketide synthase MlnD
K25845			ko01008	mlnE; macrolactin polyketide synthase MlnE
K25842			ko01008	mlnB; macrolactin polyketide synthase MlnB
K25843			ko01008	mlnC; macrolactin polyketide synthase MlnC
K25840	2.3.2.27		ko04121	AIRP2; E3 ubiquitin-protein ligase AIRP2
K25841			ko02000	ALMT; aluminum-activated malate transporter family protein
K25848			ko01008	mlnH; macrolactin polyketide synthase MlnH
K25849			ko01008	dfnD; difficidin synthase DfnD
K20319	3.5.2.6	ko01501	ko01504	blaADC; beta-lactamase class C ADC
K20318			ko04131	SYS1; protein SYS1
K20315			ko04131	ARHGAP21_23; Rho GTPase-activating protein 21/23
K20314			ko04131	ARFIP; arfaptin
K20317			ko04131	SPAG9, JIP4; c-Jun-amino-terminal kinase-interacting protein 4
K20316			ko04131	SCOC; short coiled-coil protein
K20311			ko04131	TRS65; trafficking protein particle complex II-specific subunit 65
K20310			ko04131	TRAPPC13; trafficking protein particle complex subunit 13
K20313			ko04990;ko04131	PLEKHA3, FAPP1; pleckstrin homology domain-containing family A member 3
K20312			ko04131	TCA17; TRAPP-associated protein TCA17
K18374			ko02044	hrpB2; type III secretion inner rod protein HrpB2
K10168		ko05134;ko05132;ko05130;ko05131;ko04620;ko05321	ko04054	TLR5; toll-like receptor 5
K18376			ko02044	hrpF; type III secretion translocon protein HrpF
K18377			ko02044	hpa2; lysozyme-related protein Hpa2
K18370	1.1.1.-	ko00650		adh3; alcohol dehydrogenase
K18371	1.14.13.226	ko00650		acmA; acetone monooxygenase (methyl acetate-forming)
K18372	3.1.1.114	ko00650		acmB; methyl acetate hydrolase
K18373			ko02044	hrpB1; type III secretion protein HrpB1
K10161		ko05143;ko05142;ko05152;ko05132;ko05144;ko05162;ko04620;ko05235;ko05168	ko04090;ko04054	TLR9, CD289; toll-like receptor 9
K10160		ko05323;ko05142;ko05321;ko05140;ko05146;ko05145;ko05144;ko04066;ko04064;ko04145;ko05417;ko05170;ko05171;ko05235;ko05134;ko04613;ko05152;ko05135;ko05132;ko05133;ko05130;ko05131;ko04620;ko04151;ko05164;ko05161;ko05162;ko04621;ko05205;ko04936;ko04217	ko00536;ko04131;ko04054;ko04090	TLR4, CD284; toll-like receptor 4
K10163		ko04659;ko05321	ko03000	FOXP3, IPEX; forkhead box P3
K10162		ko04350;ko04310		BAMBI; BMP and activin membrane-bound inhibitor
K18378			ko02044	hpa1; type III secretion harpin protein Hpa1
K10164		ko05205;ko04550	ko03000	NANOG; homeobox protein Nanog
K10167		ko04151		TCL1A; T-cell leukemia/lymphoma 1A
K10166		ko04658;ko04659;ko05321	ko03000	TBX21; T-box protein 21
K15531	3.2.1.156			rexA; oligosaccharide reducing-end xylanase
K15530	3.1.1.86			RGAE; rhamnogalacturonan acetylesterase
K15533	2.4.1.211			K15533; 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
K15532	3.2.1.172			yteR, yesR; unsaturated rhamnogalacturonyl hydrolase
K15535	2.7.9.5			PWD; phosphoglucan, water dikinase
K15534	2.4.1.247			K15534; beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase
K15537	1.14.16.5			AGMO; alkylglycerol monooxygenase
K15536				cybC; soluble cytochrome b562
K15539				rodZ; cytoskeleton protein RodZ
K15538	3.2.1.130			MANEA; glycoprotein endo-alpha-1,2-mannosidase
K22024	1.1.1.408;1.1.1.409			pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase
K22020			ko04131	MUC19; mucin-19
K22022			ko04131	MUC21; mucin-21
K05127	2.7.10.1		ko04147;ko01001	PTK7, CCK4; PTK7 protein tyrosine kinase 7
K05126	2.7.10.1	ko05223;ko04020;ko05216;ko05230;ko05200	ko01001	RET; proto-oncogene tyrosine-protein kinase Ret
K05125	2.7.10.1		ko01001;ko04090	DDR2, TKT, CD167b; discoidin domain receptor family member 2
K05124	2.7.10.1		ko01001;ko04090	DDR1, NEP, CD167a; discoidin domain receptor family member 1
K05123	2.7.10.1	ko04310	ko01001	ROR2, NTRKR2; receptor tyrosine kinase-like orphan receptor 2
K05122	2.7.10.1	ko04310	ko01001	ROR1, NTRKR1; receptor tyrosine kinase-like orphan receptor 1
K05121	2.7.10.1	ko05323;ko04151;ko04014;ko04015;ko04066;ko04010	ko04090;ko01001	TEK, TIE2, CD202; endothelial-specific receptor tyrosine kinase
K05120	2.7.10.1		ko01001	TIE1; tyrosine kinase receptor 1
K05129	2.7.10.1		ko01001	MUSK; muscle, skeletal, receptor tyrosine kinase
K05128	2.7.10.1	ko04360;ko04310	ko01001	RYK; RYK receptor-like tyrosine kinase
K19290	2.4.1.33	ko00543;ko00051	ko01003	alg8; mannuronan synthase
K19291	2.4.1.33	ko02025;ko00543;ko00051		alg44; mannuronan synthase
K19292				algK; alginate biosynthesis protein AlgK
K19293		ko00543		algX; alginate biosynthesis protein AlgX
K19294		ko00543		algI; alginate O-acetyltransferase complex protein AlgI
K19295		ko00543		algJ; alginate O-acetyltransferase complex protein AlgJ
K19296		ko00543		algF; alginate O-acetyltransferase complex protein AlgF
K19297			ko02000;ko02042	subA; subtilase cytotoxin, subunit A
K08331		ko05010;ko05014;ko05017;ko05016;ko04140;ko05022;ko04138;ko04211;ko04136	ko03029;ko04131	ATG13; autophagy-related protein 13
K08330		ko04136;ko04139;ko04138	ko03029;ko04131	ATG11; autophagy-related protein 11
K08333	2.7.11.1	ko05010;ko05014;ko05017;ko05016;ko04140;ko05131;ko05022;ko04138;ko04371;ko04136	ko01001;ko04131	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4
K14665	3.5.1.-		ko01002	amhX; amidohydrolase
K08335		ko04138	ko03029;ko04131	ATG14; autophagy-related protein 14
K08334		ko05010;ko05014;ko05017;ko05016;ko05022;ko04140;ko05131;ko05167;ko04138;ko04371;ko04137;ko04136;ko04215	ko03029;ko04131	BECN, VPS30, ATG6; beclin
K08337		ko04140;ko04138;ko04136;ko04216;ko04613	ko04121;ko03029;ko04131	ATG7; ubiquitin-like modifier-activating enzyme ATG7
K08336		ko04136;ko04140;ko05131;ko04068;ko04138;ko04621;ko04622	ko03029;ko04121;ko04131	ATG12; ubiquitin-like protein ATG12
K03402			ko03000	argR, ahrC; transcriptional regulator of arginine metabolism
K03403	6.6.1.1	ko00860		chlH, bchH; magnesium chelatase subunit H
K03400	1.2.1.50	ko02024;ko02020		luxC; long-chain-fatty-acyl-CoA reductase
K03406		ko02030;ko02020	ko02035	mcp; methyl-accepting chemotaxis protein
K03407	2.7.13.3	ko02030;ko02020	ko01001;ko02035;ko02022	cheA; two-component system, chemotaxis family, sensor kinase CheA
K03404	6.6.1.1	ko00860		chlD, bchD; magnesium chelatase subunit D
K03405	6.6.1.1	ko00860		chlI, bchI; magnesium chelatase subunit I
K03408		ko02030;ko02020	ko02035	cheW; purine-binding chemotaxis protein CheW
K03409		ko02030	ko02035	cheX; chemotaxis protein CheX
K12156	1.14.14.43	ko00966	ko00199	CYP83A1; (methylthio)alkanaldoxime N-monooxygenase
K12157			ko04121	UBD, FAT10; ubiquitin D
K12154	1.14.14.42	ko00966	ko00199	CYP79F1; homomethionine N-monooxygenase
K12155	1.14.14.42	ko00966	ko00199	CYP79F2; homomethionine N-monooxygenase
K12152	3.6.1.-	ko00740		nudJ; phosphatase NudJ
K12153	1.14.14.40	ko00460;ko00966	ko00199	CYP79A2; phenylalanine N-monooxygenase
K12151			ko02048	bhsA; multiple stress resistance protein BhsA
K12158			ko04121	NEDD8; ubiquitin-like protein Nedd8
K12159		ko05165;ko05171;ko04622;ko05169	ko04121	ISG15; ubiquitin cross-reactive protein
K07899		ko05132;ko05162	ko04131;ko04031	RAB9A, RAB9; Ras-related protein Rab-9A
K07898		ko04145;ko04140;ko05146;ko05132;ko04137	ko04031;ko04131	RAB7B; Ras-related protein Rab-7B
K07891		ko04144	ko04131;ko04031	RAB22; Ras-related protein Rab-22
K07890			ko04147;ko04131;ko04031	RAB21; Ras-related protein Rab-21
K07893			ko04147;ko04131;ko04031	RAB6A; Ras-related protein Rab-6A
K07895			ko04131;ko04031	RAB6C; Ras-related protein Rab-6C
K07894			ko04147;ko04131;ko04031	RAB6B; Ras-related protein Rab-6B
K07897		ko04144;ko04145;ko05152;ko04140;ko05146;ko05132;ko04138;ko04137	ko04147;ko04031;ko04131	RAB7A; Ras-related protein Rab-7A
K07896			ko04031	RAB41; Ras-related protein Rab-41
K00322	1.6.1.1	ko00760		sthA, udhA; NAD(P) transhydrogenase
